customer_id,recency_days,frequency,monetary,avg_basket_value,n_categories,tenure_days,purchase_gap_std,R_score,F_score,M_score,RFM_score,cluster,dbscan_label,segment_name
C00025,18,45,7890.04,175.33422222222222,6,650,21.434987233165092,3,4,4,11,0,0,Loyal Customers
C00026,38,20,5498.62,274.931,5,492,28.962579735423223,2,3,3,8,0,0,Loyal Customers
C00027,3,40,10577.22,264.4305,6,407,12.472507570729578,5,4,4,13,4,0,Champions
C00028,45,17,2422.09,142.4758823529412,4,675,42.69056540970148,2,3,2,7,2,0,Potential Loyalists
C00029,35,21,1888.4,89.92380952380952,5,627,44.31297778303778,2,3,2,7,2,0,Potential Loyalists
C00030,571,9,2157.58,239.7311111111111,6,683,33.715723334966434,1,2,2,5,5,0,At Risk
C00031,5,1,423.5,423.5,1,5,0.0,5,1,1,7,1,0,Needs Attention
C00032,30,11,3370.06,306.3690909090909,4,227,20.10994778710278,3,2,3,8,1,0,Needs Attention
C00033,16,12,6131.52,510.96000000000004,6,137,12.827527218659664,3,2,4,9,0,0,Loyal Customers
C00034,3,16,4873.96,304.6225,5,163,15.898287818364453,5,3,3,11,0,0,Loyal Customers
C00035,23,7,1674.73,239.24714285714285,4,37,3.2998316455372216,3,2,2,7,1,0,Needs Attention
C00036,20,62,16761.26,270.3429032258064,6,806,13.822170787087,3,5,5,13,4,0,Champions
C00037,31,6,1617.0800000000002,269.5133333333334,4,107,14.2464030548065,3,1,2,6,1,0,Needs Attention
C00038,39,96,23726.15,247.14739583333335,6,836,11.781604516624617,2,5,5,12,4,0,Champions
C00039,36,49,4782.85,97.60918367346939,6,472,16.555252607220734,2,4,3,9,0,0,Loyal Customers
C00040,1,24,4501.54,187.56416666666667,5,362,17.381736498552264,5,3,3,11,0,0,Loyal Customers
C00041,460,12,1490.89,124.24083333333334,5,578,12.07620431856805,1,2,2,5,5,0,At Risk
C00042,13,64,13047.01,203.85953125,6,755,16.544739195941666,4,5,5,14,4,0,Champions
C00043,9,236,53895.52,228.3708474576271,6,724,5.763263875833712,4,5,5,14,4,0,Champions
C00044,53,3,214.68,71.56,3,157,8.0,2,1,1,4,3,0,Hibernating / Lost
C00045,6,98,22134.12,225.85836734693876,6,614,9.75104061474797,5,5,5,15,4,0,Champions
C00046,10,65,14314.0,220.2153846153846,6,616,16.58686297759465,4,5,5,14,4,0,Champions
C00047,33,6,4317.96,719.66,3,69,13.407460609675496,2,1,3,6,1,0,Needs Attention
C00048,747,1,247.17,247.17,1,747,0.0,1,1,1,3,5,0,At Risk
C00049,18,8,3129.4300000000003,391.17875000000004,4,77,13.047792838606215,3,2,3,8,1,0,Needs Attention
C00050,27,11,2606.96,236.99636363636364,5,360,35.99736101438548,3,2,2,7,2,0,Potential Loyalists
C00051,14,65,17796.99,273.7998461538462,6,752,17.02017988851763,4,5,5,14,4,0,Champions
C00052,75,33,7554.55,228.9257575757576,6,760,25.89746533808859,2,4,4,10,0,0,Loyal Customers
C00053,100,23,7290.28,316.9686956521739,5,642,34.93441316439272,2,3,4,9,2,0,Potential Loyalists
C00054,71,5,2499.6,499.91999999999996,3,378,69.15336217422838,2,1,2,5,2,0,Potential Loyalists
C00055,2,26,4874.03,187.4626923076923,6,760,43.57404732177171,5,3,3,11,2,0,Potential Loyalists
C00056,60,44,5174.81,117.6093181818182,6,486,16.33061606591994,2,4,3,9,0,0,Loyal Customers
C00057,713,9,2450.78,272.30888888888893,5,796,10.804368329523017,1,2,2,5,5,0,At Risk
C00058,305,6,3970.87,661.8116666666666,4,414,20.023985617254123,1,1,3,5,1,0,Needs Attention
C00059,832,13,2656.96,204.38153846153847,6,874,6.8129778119898985,1,2,2,5,5,0,At Risk
C00060,4,78,22229.38,284.9920512820513,6,260,5.459274387923534,5,5,5,15,4,0,Champions
C00061,73,36,6896.02,191.55611111111114,6,851,26.53093688969347,2,4,4,10,0,0,Loyal Customers
C00062,12,19,7754.38,408.1252631578947,6,723,42.88129610396071,4,3,4,11,2,0,Potential Loyalists
C00063,4,210,43288.340000000004,206.1349523809524,6,737,6.108367167020008,5,5,5,15,4,0,Champions
C00064,15,10,1983.0000000000002,198.3,5,141,17.435595774162696,4,2,2,8,0,0,Loyal Customers
C00065,10,38,9303.76,244.83578947368423,6,851,41.12975423839459,4,4,4,12,2,0,Potential Loyalists
C00066,440,5,860.39,172.078,5,514,6.98212002188447,1,1,1,3,5,0,At Risk
C00067,79,18,4072.94,226.27444444444444,6,357,17.71320934972339,2,3,3,8,0,0,Loyal Customers
C00068,16,33,4140.62,125.47333333333333,6,432,14.278480311293636,3,4,3,10,0,0,Loyal Customers
C00069,26,8,488.97,61.12125,5,283,65.86287548647522,3,2,1,6,2,0,Potential Loyalists
C00070,81,12,1174.57,97.88083333333333,4,177,14.997520456219112,2,2,2,6,0,0,Loyal Customers
C00071,74,11,1231.27,111.93363636363637,6,546,56.30772593525688,2,2,2,6,2,0,Potential Loyalists
C00072,21,13,2491.38,191.6446153846154,5,155,16.53699556213952,3,2,2,7,0,0,Loyal Customers
C00073,16,17,2713.69,159.62882352941176,5,613,49.80802991235449,3,3,2,8,2,0,Potential Loyalists
C00074,10,1,279.34,279.34,1,10,0.0,4,1,1,6,1,0,Needs Attention
C00075,37,12,2591.64,215.97,5,433,33.45825078294658,2,2,2,6,2,0,Potential Loyalists
C00076,78,11,2651.7,241.06363636363633,6,236,25.1745903640953,2,2,2,6,0,0,Loyal Customers
C00077,58,3,201.51,67.17,3,110,26.0,2,1,1,4,3,0,Hibernating / Lost
C00078,76,9,583.02,64.78,4,181,11.106726565464731,2,2,1,5,3,0,Hibernating / Lost
C00079,28,35,7539.02,215.40057142857145,6,126,4.6511523295931285,3,4,4,11,4,0,Champions
C00080,9,19,4441.92,233.78526315789475,6,416,23.96789261790051,4,3,3,10,0,0,Loyal Customers
C00081,5,27,8590.09,318.1514814814815,6,856,40.300370004321394,5,3,4,12,2,0,Potential Loyalists
C00082,423,4,1081.3799999999999,270.34499999999997,3,452,12.970050972229147,1,1,2,4,5,0,At Risk
C00083,17,37,4899.04,132.40648648648647,6,737,28.315680775460404,3,4,3,10,0,0,Loyal Customers
C00084,45,6,424.75,70.79166666666667,2,98,20.214846029589243,2,1,1,4,3,0,Hibernating / Lost
C00085,646,2,482.98,241.49,2,686,0.0,1,1,1,3,5,0,At Risk
C00086,50,27,2593.39,96.05148148148147,6,691,35.4942490549713,2,3,2,7,2,0,Potential Loyalists
C00087,20,45,6438.32,143.07377777777776,6,668,17.08849112489514,3,4,4,11,0,0,Loyal Customers
C00088,2,21,3224.7799999999997,153.56095238095236,5,309,18.43169823971736,5,3,3,11,0,0,Loyal Customers
C00089,2,103,17539.29,170.28436893203883,6,376,6.484269552847639,5,5,5,15,4,0,Champions
C00090,2,17,4689.85,275.8735294117647,5,47,4.186567060253544,5,3,3,11,0,0,Loyal Customers
C00091,15,25,4491.69,179.6676,6,524,32.22186003148932,4,3,3,10,0,0,Loyal Customers
C00092,549,15,4877.139999999999,325.1426666666666,6,639,8.788907665869727,1,3,3,7,5,0,At Risk
C00093,761,11,948.09,86.19,5,852,13.307516672918354,1,2,1,4,5,0,At Risk
C00094,5,276,44267.71,160.3902536231884,6,890,5.60808153581924,5,5,5,15,4,0,Champions
C00095,1,15,3761.62,250.77466666666666,6,563,40.93524004511297,5,3,3,11,2,0,Potential Loyalists
C00096,40,12,4012.47,334.3725,5,56,2.5356955783602455,2,2,3,7,0,0,Loyal Customers
C00097,413,1,211.75,211.75,1,413,0.0,1,1,1,3,5,0,At Risk
C00098,33,11,3567.19,324.29,5,96,8.729833904490967,2,2,3,7,0,0,Loyal Customers
C00099,25,25,3797.8199999999997,151.91279999999998,6,802,46.421809260303505,3,3,3,9,2,0,Potential Loyalists
C00100,51,57,12789.91,224.38438596491227,6,817,16.323851023728988,2,4,5,11,4,0,Champions
C00101,9,3,341.61,113.87,3,138,15.5,4,1,1,6,3,0,Hibernating / Lost
C00102,62,30,7983.06,266.10200000000003,6,851,33.009276972249445,2,4,4,10,0,0,Loyal Customers
C00103,498,4,133.42,33.355,2,534,16.268579122549905,1,1,1,3,3,0,Hibernating / Lost
C00104,39,5,2643.0299999999997,528.606,5,51,3.0,2,1,2,5,1,0,Needs Attention
C00105,260,2,707.78,353.89,2,276,0.0,1,1,1,3,1,0,Needs Attention
C00106,31,31,3579.64,115.47225806451613,6,809,33.782572759075386,3,4,3,10,2,0,Potential Loyalists
C00107,24,5,1352.82,270.56399999999996,3,141,50.66248612138966,3,1,2,6,2,0,Potential Loyalists
C00108,8,5,606.0,121.2,4,129,22.741756748325315,4,1,1,6,0,0,Loyal Customers
C00109,139,3,598.47,199.49,3,180,0.5,1,1,1,3,1,0,Needs Attention
C00110,7,17,3129.34,184.07882352941178,5,65,7.321842322803735,4,3,3,10,0,0,Loyal Customers
C00111,8,80,19781.53,247.26912499999997,6,683,13.200304434880655,4,5,5,14,4,0,Champions
C00112,7,4,404.62,101.155,4,19,4.320493798938574,4,1,1,6,3,0,Hibernating / Lost
C00113,13,48,13061.75,272.1197916666667,6,608,19.430483394020477,4,4,5,13,4,0,Champions
C00114,104,3,78.5,26.166666666666668,2,178,8.0,1,1,1,3,3,0,Hibernating / Lost
C00115,376,1,38.76,38.76,1,376,0.0,1,1,1,3,3,0,Hibernating / Lost
C00116,152,9,601.85,66.87222222222222,5,194,4.993746088859544,1,2,1,4,3,0,Hibernating / Lost
C00117,10,12,1963.62,163.635,6,333,51.31059207906426,4,2,2,8,2,0,Potential Loyalists
C00118,55,7,1701.64,243.0914285714286,5,317,41.87945664510094,2,2,2,6,2,0,Potential Loyalists
C00119,4,25,4098.88,163.9552,6,342,20.930274458040174,5,3,3,11,0,0,Loyal Customers
C00120,140,3,1516.08,505.35999999999996,2,195,23.5,1,1,2,4,1,0,Needs Attention
C00121,13,13,2555.0699999999997,196.54384615384612,5,230,19.115693087675954,4,2,2,8,0,0,Loyal Customers
C00122,110,17,2273.45,133.73235294117646,6,779,50.51511995185204,1,3,2,6,2,0,Potential Loyalists
C00123,12,17,1946.8,114.51764705882353,5,144,9.127568131764342,4,3,2,9,0,0,Loyal Customers
C00124,17,54,11872.26,219.85666666666668,6,414,11.06349196215112,3,4,4,11,4,0,Champions
C00125,31,22,4636.66,210.75727272727272,6,605,29.452679291709902,3,3,3,9,0,0,Loyal Customers
C00126,404,3,3442.9300000000003,1147.6433333333334,1,431,2.5,1,1,3,5,1,0,Needs Attention
C00127,5,2,114.97999999999999,57.489999999999995,2,29,0.0,5,1,1,7,3,0,Hibernating / Lost
C00128,125,2,503.53999999999996,251.76999999999998,2,125,0.0,1,1,1,3,1,0,Needs Attention
C00129,56,9,1506.42,167.38,4,128,10.222524150130436,2,2,2,6,0,0,Loyal Customers
C00130,5,27,2815.5099999999998,104.27814814814813,5,471,23.265892958318386,5,3,3,11,0,0,Loyal Customers
C00131,1,26,4806.7,184.87307692307692,6,194,10.61892649941603,5,3,3,11,0,0,Loyal Customers
C00132,51,31,5314.24,171.42709677419353,6,553,30.702804794061112,2,4,3,9,0,0,Loyal Customers
C00133,59,8,2801.14,350.1425,5,281,43.14001882811127,2,2,3,7,2,0,Potential Loyalists
C00134,32,10,2573.25,257.325,5,318,49.373357137850455,3,2,2,7,2,0,Potential Loyalists
C00135,5,31,7254.09,234.00290322580645,6,674,28.898846574445383,5,4,4,13,0,0,Loyal Customers
C00136,164,27,8412.34,311.56814814814817,6,660,30.617897075105844,1,3,4,8,0,0,Loyal Customers
C00137,741,14,3721.96,265.8542857142857,5,844,12.724667373385978,1,3,3,7,5,0,At Risk
C00138,9,83,15182.92,182.92674698795182,6,774,14.85298268317026,4,5,5,14,4,0,Champions
C00139,2,40,7224.6,180.615,6,502,21.35880505981477,5,4,4,13,0,0,Loyal Customers
C00140,13,52,9942.34,191.19884615384615,6,465,12.849078105090314,4,4,4,12,4,0,Champions
C00141,31,62,12696.93,204.7891935483871,6,751,19.28544824058714,3,5,5,13,4,0,Champions
C00142,18,34,7364.22,216.59470588235294,6,503,19.52230247300678,3,4,4,11,0,0,Loyal Customers
C00143,15,16,1708.8,106.8,6,353,34.49032070338318,4,3,2,9,2,0,Potential Loyalists
C00144,12,56,12735.19,227.41410714285715,6,688,16.006444982935328,4,4,5,13,4,0,Champions
C00145,489,15,6938.12,462.54133333333334,5,594,9.649204260307835,1,3,4,8,5,0,At Risk
C00146,12,21,5907.84,281.3257142857143,6,569,35.725726024812985,4,3,4,11,2,0,Potential Loyalists
C00147,5,178,37717.23,211.89455056179776,6,446,4.1959337917735136,5,5,5,15,4,0,Champions
C00148,10,45,9128.93,202.8651111111111,6,571,20.133785490608023,4,4,4,12,4,0,Champions
C00149,29,20,2541.11,127.05550000000001,6,231,14.309402600041803,3,3,2,8,0,0,Loyal Customers
C00150,586,2,1569.24,784.62,2,603,0.0,1,1,2,4,5,0,At Risk
C00151,6,42,7900.43,188.1054761904762,6,509,24.758368272648603,5,4,4,13,0,0,Loyal Customers
C00152,5,193,43929.98,227.61647668393783,6,529,4.682590021084011,5,5,5,15,4,0,Champions
C00153,3,203,33703.1,166.02512315270934,6,713,6.54552051706581,5,5,5,15,4,0,Champions
C00154,20,9,1303.58,144.8422222222222,5,277,33.20932662671738,3,2,2,7,2,0,Potential Loyalists
C00155,1,177,33955.85,191.8409604519774,6,684,6.214213143244237,5,5,5,15,4,0,Champions
C00156,15,52,8281.97,159.26865384615382,6,633,18.214029346959535,4,4,4,12,4,0,Champions
C00157,9,13,2751.31,211.63923076923078,6,183,32.67899427257006,4,2,2,8,2,0,Potential Loyalists
C00158,21,3,753.1300000000001,251.04333333333338,3,42,10.5,3,1,1,5,1,0,Needs Attention
C00159,52,13,1567.42,120.57076923076923,5,297,23.883251918912176,2,2,2,6,0,0,Loyal Customers
C00160,73,2,154.81,77.405,2,73,0.0,2,1,1,4,3,0,Hibernating / Lost
C00161,8,25,3903.42,156.1368,6,112,7.71182353417285,4,3,3,10,0,0,Loyal Customers
C00162,18,41,9045.42,220.62,6,468,15.947962252275367,3,4,4,11,4,0,Champions
C00163,3,15,3170.24,211.3493333333333,5,186,16.05999593361577,5,3,3,11,0,0,Loyal Customers
C00164,10,172,30235.69,175.7888953488372,6,599,5.40209090027804,4,5,5,14,4,0,Champions
C00165,9,60,12674.32,211.23866666666666,6,469,12.56546202758483,4,5,5,14,4,0,Champions
C00166,359,3,627.1600000000001,209.05333333333337,2,412,11.5,1,1,1,3,5,0,At Risk
C00167,28,3,286.19,95.39666666666666,3,31,1.5,3,1,1,5,3,0,Hibernating / Lost
C00168,48,8,2955.55,369.44375,5,133,19.960164409776443,2,2,3,7,0,0,Loyal Customers
C00169,13,49,8896.61,181.5634693877551,6,456,11.303096152775527,4,4,4,12,4,0,Champions
C00170,226,5,352.99,70.598,3,307,19.188212527486765,1,1,1,3,3,0,Hibernating / Lost
C00171,609,10,4633.64,463.36400000000003,4,716,18.29659618887528,1,2,3,6,5,0,At Risk
C00172,68,3,345.99,115.33,3,176,29.0,2,1,1,4,3,0,Hibernating / Lost
C00173,365,5,1752.28,350.456,4,395,10.805091392487155,1,1,2,4,1,0,Needs Attention
C00174,20,24,7099.31,295.80458333333337,6,420,24.813634278854916,3,3,4,10,0,0,Loyal Customers
C00175,65,17,2112.22,124.24823529411763,6,210,17.64039664378327,2,3,2,7,0,0,Loyal Customers
C00176,27,12,2403.5099999999998,200.2925,5,327,65.85947976092861,3,2,2,7,2,0,Potential Loyalists
C00177,13,61,13121.630000000001,215.10868852459018,6,832,21.520397301165236,4,5,5,14,4,0,Champions
C00178,4,65,15284.07,235.13953846153845,6,640,17.27070767947857,5,5,5,15,4,0,Champions
C00179,15,228,54754.02,240.14921052631578,6,741,5.166854416388233,4,5,5,14,4,0,Champions
C00180,27,28,7390.74,263.955,5,234,11.035296904831231,3,3,4,10,0,0,Loyal Customers
C00181,757,12,681.4200000000001,56.785000000000004,5,869,17.403333963865983,1,2,1,4,5,0,At Risk
C00182,12,226,38637.1,170.96061946902654,6,718,4.9354630037847915,4,5,5,14,4,0,Champions
C00183,39,21,2352.0299999999997,112.00142857142856,5,363,20.353378097996412,2,3,2,7,0,0,Loyal Customers
C00184,73,7,316.07,45.152857142857144,3,272,35.2629015003335,2,2,1,5,3,0,Hibernating / Lost
C00185,55,10,3654.7000000000003,365.47,6,444,51.828301530208115,2,2,3,7,2,0,Potential Loyalists
C00186,18,7,714.04,102.00571428571428,5,121,23.010263410535355,3,2,1,6,0,0,Loyal Customers
C00187,38,4,162.01,40.5025,2,72,10.338708279513883,2,1,1,4,3,0,Hibernating / Lost
C00188,658,8,464.28000000000003,58.035000000000004,4,778,23.769299355192082,1,2,1,4,5,0,At Risk
C00189,3,16,2095.85,130.990625,6,40,6.009621914526367,5,3,2,10,0,0,Loyal Customers
C00190,25,13,3848.79,296.0607692307692,5,344,26.687882185657887,3,2,3,8,0,0,Loyal Customers
C00191,7,17,5278.67,310.51,5,328,41.7080159411833,4,3,3,10,2,0,Potential Loyalists
C00192,1,97,17219.62,177.5218556701031,6,814,14.997189406824422,5,5,5,15,4,0,Champions
C00193,21,90,16645.53,184.95033333333333,6,326,5.255040684368619,3,5,5,13,4,0,Champions
C00194,32,29,7511.75,259.0258620689655,6,236,10.713333291001529,3,4,4,11,0,0,Loyal Customers
C00195,9,15,1280.58,85.372,6,378,47.392897513170446,4,3,2,9,2,0,Potential Loyalists
C00196,35,29,8044.5,277.3965517241379,5,823,39.011641381327514,2,4,4,10,2,0,Potential Loyalists
C00197,18,43,14251.51,331.4304651162791,6,430,15.882362327644335,3,4,5,12,4,0,Champions
C00198,9,2,180.29000000000002,90.14500000000001,2,54,0.0,4,1,1,6,3,0,Hibernating / Lost
C00199,207,5,517.36,103.47200000000001,3,235,7.176350047203662,1,1,1,3,3,0,Hibernating / Lost
C00200,9,77,13026.26,169.1722077922078,6,768,12.460984818997245,4,5,5,14,4,0,Champions
C00201,37,1,2152.26,2152.26,1,37,0.0,2,1,2,5,1,0,Needs Attention
C00202,1,9,2016.3200000000002,224.03555555555556,4,35,8.027297179001161,5,2,2,9,1,0,Needs Attention
C00203,745,1,182.81,182.81,1,745,0.0,1,1,1,3,5,0,At Risk
C00204,145,3,847.8100000000001,282.60333333333335,3,177,15.0,1,1,1,3,1,0,Needs Attention
C00205,8,186,35125.89,188.84887096774193,6,532,5.267855302556997,4,5,5,14,4,0,Champions
C00206,287,11,4097.05,372.45909090909095,4,365,13.504073459515837,1,2,3,6,1,0,Needs Attention
C00207,461,4,1250.32,312.58,4,493,11.728408057172787,1,1,2,4,5,0,At Risk
C00208,156,6,646.82,107.80333333333334,5,196,5.215361924162119,1,1,1,3,0,0,Loyal Customers
C00209,3,1,92.93,92.93,1,3,0.0,5,1,1,7,3,0,Hibernating / Lost
C00210,20,7,1558.66,222.6657142857143,5,183,29.276934417539152,3,2,2,7,2,0,Potential Loyalists
C00211,15,11,4453.07,404.82454545454544,5,60,7.297259759663212,4,2,3,9,0,0,Loyal Customers
C00212,6,6,703.39,117.23166666666667,3,42,6.764613810115105,5,1,1,7,3,0,Hibernating / Lost
C00213,14,28,4196.84,149.88714285714286,6,818,40.952848526923454,4,3,3,10,2,0,Potential Loyalists
C00214,4,19,4020.2599999999998,211.59263157894736,6,672,64.36518114019316,5,3,3,11,2,0,Potential Loyalists
C00215,23,11,487.0,44.27272727272727,4,245,24.51040595339049,3,2,1,6,3,0,Hibernating / Lost
C00216,17,14,2315.73,165.40928571428572,6,346,24.882445512339743,3,3,2,8,0,0,Loyal Customers
C00217,68,67,13048.33,194.75119402985075,6,848,18.42257269148375,2,5,5,12,4,0,Champions
C00218,738,8,520.64,65.08,6,810,9.284615319583954,1,2,1,4,5,0,At Risk
C00219,4,141,30355.42,215.28666666666666,6,429,5.167771990610536,5,5,5,15,4,0,Champions
C00220,255,6,399.51000000000005,66.58500000000001,4,344,21.26405417600322,1,1,1,3,3,0,Hibernating / Lost
C00221,44,63,11314.25,179.59126984126985,6,746,14.585425993257333,2,5,4,11,4,0,Champions
C00222,9,26,3118.55,119.94423076923077,6,743,30.563874099989352,4,3,3,10,0,0,Loyal Customers
C00223,5,20,3347.46,167.373,6,784,52.811482005137364,5,3,3,11,2,0,Potential Loyalists
C00224,9,40,6814.429999999999,170.36075,6,392,14.33280582488782,4,4,4,12,0,0,Loyal Customers
C00225,835,7,2275.27,325.0385714285714,4,887,6.548960901462833,1,2,2,5,5,0,At Risk
C00226,292,16,5587.82,349.23875,5,376,8.420609637470832,1,3,3,7,0,0,Loyal Customers
C00227,31,43,8960.08,208.37395348837208,6,464,12.555568097439204,3,4,4,11,4,0,Champions
C00228,61,36,7683.82,213.43944444444443,6,480,14.680377017902336,2,4,4,10,0,0,Loyal Customers
C00229,11,33,4497.06,136.27454545454546,6,285,11.05649554560576,4,4,3,11,0,0,Loyal Customers
C00230,13,25,4729.42,189.17680000000001,6,430,29.244390487749953,4,3,3,10,0,0,Loyal Customers
C00231,188,7,585.59,83.6557142857143,5,246,8.576453553512405,1,2,1,4,3,0,Hibernating / Lost
C00232,111,11,3061.35,278.30454545454546,4,213,16.70209567689037,1,2,3,6,1,0,Needs Attention
C00233,14,5,841.35,168.27,4,72,13.6106575888162,4,1,1,6,1,0,Needs Attention
C00234,28,12,2049.99,170.83249999999998,4,176,19.704008066489862,3,2,2,7,0,0,Loyal Customers
C00235,32,41,5720.33,139.52024390243903,6,429,10.925629272495017,3,4,3,10,0,0,Loyal Customers
C00236,36,41,7149.87,174.3870731707317,6,452,12.379014500355026,2,4,4,10,4,0,Champions
C00237,40,84,14647.539999999999,174.37547619047618,6,688,14.749684767981535,2,5,5,12,4,0,Champions
C00238,82,15,3803.5,253.56666666666666,6,360,27.073595842383675,2,3,3,8,0,0,Loyal Customers
C00239,712,6,417.46000000000004,69.57666666666667,4,775,21.312906887611554,1,1,1,3,5,0,At Risk
C00240,16,6,2185.55,364.2583333333334,5,52,11.63443165779919,3,1,2,6,1,0,Needs Attention
C00241,42,4,2724.56,681.14,2,131,41.95500235040182,2,1,2,5,1,0,Needs Attention
C00242,741,6,280.71,46.785,4,792,11.822013364905319,1,1,1,3,5,0,At Risk
C00243,32,15,1941.61,129.44066666666666,5,191,21.962979055209967,3,3,2,8,0,0,Loyal Customers
C00244,9,243,53966.76,222.08543209876544,6,795,5.876527045060815,4,5,5,14,4,0,Champions
C00245,136,6,458.15,76.35833333333333,4,250,18.323755073674175,1,1,1,3,3,0,Hibernating / Lost
C00246,9,93,17454.2,187.67956989247313,6,820,12.807037253541921,4,5,5,14,4,0,Champions
C00247,10,171,40215.21,235.17666666666665,6,455,4.809394641387729,4,5,5,14,4,0,Champions
C00248,1,15,2359.35,157.29,6,307,28.07606286719078,5,3,2,10,0,0,Loyal Customers
C00249,128,8,784.64,98.08,6,245,15.470841566492437,1,2,1,4,0,0,Loyal Customers
C00250,23,57,11246.75,197.31140350877192,6,520,12.989092264555783,3,4,4,11,4,0,Champions
C00251,23,4,659.4300000000001,164.85750000000002,4,67,6.018490028422597,3,1,1,5,1,0,Needs Attention
C00252,6,23,4307.51,187.28304347826088,6,195,13.033729288793507,5,3,3,11,0,0,Loyal Customers
C00253,64,33,6633.61,201.01848484848483,6,708,28.602611331834723,2,4,4,10,0,0,Loyal Customers
C00254,4,24,6462.27,269.26125,6,293,17.028942337287248,5,3,4,12,0,0,Loyal Customers
C00255,20,16,1567.34,97.95875,6,239,21.39096382431921,3,3,2,8,0,0,Loyal Customers
C00256,543,3,302.05999999999995,100.68666666666665,3,587,22.0,1,1,1,3,5,0,At Risk
C00257,153,11,1922.88,174.80727272727273,6,236,11.832582135780846,1,2,2,5,0,0,Loyal Customers
C00258,3,51,10293.57,201.83470588235295,6,84,3.19305496351065,5,4,4,13,4,0,Champions
C00259,5,15,3658.0800000000004,243.872,5,161,12.637004294967237,5,3,3,11,0,0,Loyal Customers
C00260,7,4,1077.11,269.2775,2,214,60.27160746708741,4,1,2,7,2,0,Potential Loyalists
C00261,3,43,5784.1,134.5139534883721,6,328,9.451781197237562,5,4,3,12,0,0,Loyal Customers
C00262,11,55,10441.89,189.85254545454544,6,639,12.977610771798762,4,4,4,12,4,0,Champions
C00263,156,6,280.6,46.76666666666667,3,184,8.333066662399863,1,1,1,3,3,0,Hibernating / Lost
C00264,2,165,31579.6,191.39151515151514,6,567,5.481958267676117,5,5,5,15,4,0,Champions
C00265,55,25,6382.77,255.31080000000003,6,421,23.946555075835022,2,3,4,9,0,0,Loyal Customers
C00266,28,65,16611.88,255.56738461538464,6,617,18.846567730872774,3,5,5,13,4,0,Champions
C00267,34,20,4840.79,242.0395,6,610,43.12289980433396,2,3,3,8,2,0,Potential Loyalists
C00268,26,25,3849.96,153.9984,6,749,39.302578901814236,3,3,3,9,2,0,Potential Loyalists
C00269,28,3,1100.27,366.75666666666666,3,35,1.5,3,1,2,6,1,0,Needs Attention
C00270,4,92,14961.84,162.62869565217392,6,764,13.673889151798917,5,5,5,15,4,0,Champions
C00271,5,267,50304.88,188.40779026217228,6,822,5.840499919747207,5,5,5,15,4,0,Champions
C00272,57,1,2010.0,2010.0,1,57,0.0,2,1,2,5,1,0,Needs Attention
